VideoPacketLossRate,pFrameCountDiff,VideoBitRate,AudioBitRate,S10pFrameMeanDiff,aFrameCount,AudioNBFrames,S2pFrameCountDiff,S3pFrameMeanDiff,S1aFrameCountDiff,S9pFrameCountDiff,AudioPacketLossRate,S11pFrameMeanDiff,aFrameCountDiff,S14pFrameMeanDiff,S9pFrameMeanDiff,S27pFrameMeanDiff,S28pFrameCountDiff,S7pFrameCountDiff,S29pFrameCountDiff,S15aFrameCountDiff,S29pFrameMeanDiff,pFrameCount,S1pFrameCountDiff,BPP,S17pFrameMeanDiff,VideoNBFrames,S27pFrameCountDiff,S2pFrameMeanDiff,CC,S18pFrameMeanDiff,ISC,S4pFrameMeanDiff,S14aFrameCountDiff,iFrame3Size,S8pFrameMeanDiff,iFrame3SizeDiff,S16pFrameMeanDiff,S20pFrameMeanDiff,S6pFrameMeanDiff,S14pFrameCountDiff,S21pFrameMeanDiff,S22pFrameMeanDiff,S30pFrameMeanDiff,S0pFrameMeanDiff,S12pFrameMeanDiff,S24pFrameMeanDiff,S13pFrameMeanDiff,S28pFrameMeanDiff,S5pFrameMeanDiff,VideoStartPTS,S7aFrameCountDiff,S8pFrameCountDiff,S23pFrameCountDiff,S29aFrameCountDiff,iFrame0Size,S15pFrameMeanDiff,S19pFrameMeanDiff,S7pFrameMeanDiff,S26pFrameMeanDiff,S23pFrameMeanDiff,iFrame0SizeDiff,AudioDurationTS,S25pFrameMeanDiff,S1pFrameMeanDiff,AudioDuration,VideoDurationTS,S18pFrameCountDiff,iFrame1Size,iFrame1SizeDiff,S28aFrameCountDiff,iFrame4Size,iFrame4SizeDiff,S4aFrameCountDiff,S23aFrameCountDiff,iFrameCount,S12pFrameCountDiff,S2aFrameCountDiff,S11aFrameCountDiff,S26aFrameCountDiff,S22pFrameCountDiff,S9aFrameCountDiff,S11pFrameCountDiff,S6pFrameCountDiff,iFrameCountDiff,iFrame2Size,S5pFrameCountDiff,S21pFrameCountDiff,iFrame2SizeDiff,S20pFrameCountDiff,S19pFrameCountDiff,QP,S10aFrameCountDiff,S15pFrameCountDiff,S24aFrameCountDiff,S3aFrameCountDiff,S25aFrameCountDiff,S13aFrameCountDiff,S20aFrameCountDiff,S30pFrameCountDiff,S30aFrameCountDiff,S16pFrameCountDiff,S12aFrameCountDiff,S16aFrameCountDiff,S17pFrameCountDiff,S25pFrameCountDiff,S26pFrameCountDiff,S5aFrameCountDiff,S8aFrameCountDiff,S6aFrameCountDiff,S13pFrameCountDiff,S4pFrameCountDiff,S17aFrameCountDiff,S10pFrameCountDiff,S18aFrameCountDiff,S0pFrameCountDiff,S24pFrameCountDiff,S3pFrameCountDiff,S21aFrameCountDiff,S22aFrameCountDiff,S27aFrameCountDiff,S19aFrameCountDiff,S0aFrameCountDiff,VideoFrameRate,NR,CIHigh,CILow,MOS
4.4,5.164319249,88119,23426,2.599269992,2059,2059,20,0.580667198,4,35.71428571,4.01,-1.76962677,4.009324009,2.251009753,-0.36954915,4.345654346,6.666666667,0,-7.142857143,6,1.444649865,606,6.666666667,0.006374349,1.082828283,613,13.33333333,-3.048892144,0.722962137,0.112829362,19121.33333,0.653524748,6,19143,2.189145575,0.198112716,-2.155100682,4.035680178,3.072463768,6.666666667,1.259194614,-0.62329324,-2.058238802,0.237755587,-0.167362025,-3.591970889,4.271974211,-0.880335756,-1.292223985,11,4,6.666666667,6.666666667,4,19688,-1.031518625,-0.420435724,-5.931088901,2.247191011,-0.979519145,0.192639156,686267,-1.948784023,-3.632989084,42.891688,64277,13.33333333,0,100,4,19171,0.197823937,6,8,4,13.33333333,4,2,2,6.666666667,2,0,0,20,19050,0,6.666666667,0.199077955,13.33333333,0,35,4,0,6,2,2,4,0,0,4,0,6,2,0,6.666666667,0,8,0,8,6.666666667,0,4,0,10,0,0,0,6,2,2,2,0,15,0,1.362669765,1.137330235,1.25
0.29,0.312989045,94118,24392,2.789337532,2144,2144,0,-0.219729386,0,-7.142857143,0.05,2.245420074,0.046620047,1.269967259,1.717355515,0.775780511,13.33333333,0,-7.142857143,0,2.023445966,637,0,0.006808304,1.526592252,642,0,-1.775753068,0.724016026,-0.626633861,19093.5,1.047904192,0,19143,1.715917876,0.198112716,-2.492705294,0.550435228,2.965599051,0,2.712037866,-0.738529227,-3.208620898,0.450870647,-5.410447761,-4.755550164,2.748177229,-1.520939557,-1.113559912,9,0,6.666666667,0,0,19690,-0.381900243,0.930093009,-5.531686359,1.897630526,-0.675059296,0.192619627,686287,-1.035924729,-0.953213817,42.892938,64280,6.666666667,19010,0.19949601,0,19171,0.197823937,0,2,5,0,0,0,0,0,0,6.666666667,0,0,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,3.094947531,2.491259366,2.793103448
0.66,1.095461659,90458,24291,2.789337532,2135,2135,0,-0.219729386,0,-7.142857143,0.47,-1.92943183,0.466200466,1.269967259,1.717355515,0.775780511,6.666666667,0,-7.142857143,0,2.023445966,632,0,0.006543547,1.575837163,640,0,-1.775753068,0.724996941,-0.626633861,19067.66667,1.047904192,2,19143,1.715917876,0.198112716,-2.492705294,0.473630312,2.965599051,0,2.635282078,-0.738529227,-3.523428987,0.450870647,-5.410447761,-4.755550164,2.748177229,-1.063439946,-1.113559912,11,0,6.666666667,0,2,19690,-0.312463835,0.930093009,-5.531686359,1.897630526,-0.675059296,0.192619627,686264,-1.035924729,-0.953213817,42.8915,64276,6.666666667,19010,0.19949601,0,0,100,0,0,4,0,0,0,0,0,0,0,0,20,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,0,0,0,0,6.666666667,2,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,15,999,3.319639376,2.7838089,3.051724138
0,0,94427,24404,2.789337532,2145,2145,0,-0.219729386,0,-7.142857143,0,-1.92943183,0,1.269967259,1.717355515,0.775780511,6.666666667,0,-7.142857143,0,2.023445966,639,0,0.006830657,1.526592252,644,0,-1.775753068,0.724016026,-0.626633861,19093.5,1.047904192,0,19143,1.715917876,0.198112716,-2.492705294,0.473630312,2.965599051,0,2.635282078,-0.738529227,-3.208620898,0.450870647,-5.410447761,-4.755550164,2.748177229,-1.063439946,-1.113559912,11,0,6.666666667,0,0,19690,-0.381900243,0.930093009,-5.531686359,1.897630526,-0.675059296,0.192619627,686280,-1.035924729,-0.953213817,42.8925,64277,6.666666667,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,3.46412956,2.93587044,3.2
0.81,1.72143975,90222,24164,2.789337532,2124,2124,0,-0.219729386,0,21.42857143,0.98,-1.92943183,0.979020979,1.269967259,2.138620413,0.775780511,13.33333333,0,-7.142857143,2,2.023445966,628,0,0.006526476,1.526592252,636,0,-1.775753068,0.722962137,-0.626633861,19121.33333,1.047904192,0,19143,1.715917876,0.198112716,-2.492705294,0.473630312,2.186070158,0,2.635282078,2.352518632,-3.135972878,0.450870647,-5.410447761,-4.755550164,3.032609567,-1.769562266,-1.113559912,9,0,6.666666667,0,4,19690,-0.381900243,0.930093009,-5.531686359,1.897630526,-0.675059296,0.192619627,686301,-1.035924729,-0.953213817,42.893813,64184,6.666666667,0,100,0,19171,0.197823937,2,0,4,0,4,0,4,6.666666667,2,0,6.666666667,20,19050,0,0,0.199077955,0,-7.142857143,35,0,0,0,2,0,0,4,0,2,0,2,0,0,0,0,2,0,0,6.666666667,0,0,0,2,0,0,0,0,0,0,0,0,15,999,3.107115012,2.596588692,2.851851852
4.92,11.26760563,87314,23221,-0.177547118,2041,2041,0,-0.736836888,8,0,4.85,30.76431084,4.848484848,1.879002038,3.032666147,0.775780511,6.666666667,6.666666667,21.42857143,12,-4.127672151,567,6.666666667,0.006316117,1.575837163,614,0,-1.719970249,0.724642239,-1.895279102,19077,4.084687767,4,0,1.001433924,100,-3.572001154,0.550435228,2.186070158,13.33333333,2.865549444,-0.738529227,100,0.544154229,-5.231056257,-7.064868893,2.916432978,-1.063439946,-1.113559912,11,2,13.33333333,0,4,19690,-0.381900243,0.077150572,-9.027351542,1.897630526,-0.565590221,0.192619627,686280,-1.035924729,0.699606471,42.8925,64277,20,19010,0.19949601,4,19171,0.197823937,14,2,4,13.33333333,4,6,2,0,10,93.33333333,6.666666667,20,19050,0,0,0.199077955,0,0,35,6,0,8,6,8,10,4,100,0,13.33333333,0,2,0,0,0,2,2,4,0,6.666666667,6,6.666666667,4,0,6.666666667,6.666666667,6,4,4,0,4,15,999,1.621677784,1.278322216,1.45
0.07,0.234192037,792103,24358,0.458119436,2141,2141,0,0.342584662,2,-5.263157895,0.19,0.06471904,0.186480186,1.449100615,0.829743055,0.751063431,5,0,-5.263157895,0,0.648120394,852,0,0.042974338,1.044089902,857,0,-0.507299694,0.263750416,-0.247698607,69884.25,-0.25759187,0,70345,1.80167658,0.05399031,-2.190469772,0.388244671,1.651208201,0,1.590965082,-0.002882509,-0.815785149,-0.686140817,-4.417624697,-2.130208528,2.145636787,-0.947814212,-0.749117799,20,0,5,0,0,69843,0.582672888,-0.18212149,-3.517186251,0.913068245,-0.72614773,0.054378157,686280,-0.55465258,-0.262986159,42.8925,85769,5,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-5.263157895,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4.659037443,4.269533986,4.464285714
0.5,1.639344262,781989,24245,0.458119436,2131,2131,10,0.835628805,2,-5.263157895,0.65,0.06471904,0.652680653,1.449100615,0.834956962,0.751063431,10,0,0,2,1.439808163,840,5,0.042425618,1.716722888,845,0,-0.959738734,0.263744755,-0.247698607,69885.75,-0.25759187,0,70345,1.617350944,0.05399031,-2.190469772,0.388244671,1.651208201,0,1.590965082,0.005765018,-0.8087424,-0.686140817,-3.779406837,-2.122720976,2.139842988,-0.893818986,-0.749117799,14,0,15,5,0,69843,0.582672888,-0.18212149,-3.517186251,1.056822214,-0.3411806,0.054378157,686277,-0.758142817,0.695811138,42.892313,85771,5,68889,0.046429971,0,70464,0.05389918,0,2,5,5,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-5.263157895,23,0,0,0,2,0,2,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,20,0,3.044920759,2.339694626,2.692307692
0,0,794723,24405,0.458119436,2145,2145,0,0.342584662,0,-5.263157895,0,0.06471904,0,1.449100615,0.829743055,0.751063431,5,0,-5.263157895,0,0.648120394,854,0,0.043116482,1.044089902,859,0,-0.507299694,0.263750416,-0.247698607,69884.25,-0.25759187,0,70345,1.80167658,0.05399031,-2.190469772,0.388244671,1.651208201,0,1.590965082,-0.002882509,-0.815785149,-0.686140817,-4.417624697,-2.130208528,2.139842988,-0.947814212,-0.749117799,18,0,5,0,0,69843,0.582672888,-0.18212149,-3.517186251,1.056822214,-0.72614773,0.054378157,686247,-0.55465258,-0.262986159,42.890438,85765,5,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-5.263157895,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4.581469014,3.989959557,4.285714286
0.94,5.620608899,755657,24256,3.136553451,2132,2132,15,1.036647543,0,-5.263157895,0.61,0.06471904,0.606060606,1.940230225,0.829743055,2.689522876,10,0,-5.263157895,0,0.648120394,806,5,0.040997016,1.044089902,830,5,1.208680816,0.264481784,0.389718151,69691,-0.25759187,0,70345,2.497130285,0.05399031,-2.190469772,0.388244671,1.651208201,5,1.598744862,-0.002882509,-0.815785149,-0.686140817,-4.301846848,-2.122720976,2.139842988,-0.671677977,-0.749117799,16,0,10,10,0,69843,5.584335801,0.026339885,-3.517186251,1.115012514,-1.062238181,0.054378157,686276,-0.55465258,-0.499673702,42.89225,85770,10,68883,0.05513559,0,0,100,0,0,4,10,0,0,0,0,0,0,0,20,69845,0,0,0.054376601,0,0,23,0,15,4,0,0,0,2,0,0,0,2,0,0,0,5,2,2,2,0,0,0,5,0,0,0,5,2,0,0,0,2,20,0,2.686788331,2.05395241,2.37037037
5.33,39.81264637,598347,23244,3.067625727,2043,2043,10,1.528128207,4,73.68421053,4.76,1.925107581,4.755244755,2.385270937,13.12239876,0.707919934,10,35,57.89473684,6,-5.853678074,514,40,0.032462402,8.493762937,690,30,-0.103482253,0.26390619,-2.590831888,69843,-13.12773248,4,0,1.911382287,100,2.062732487,0.299111237,-1.038158002,15,1.181970915,1.2534796,-1.066063599,-8.621418375,-4.496506308,-9.009396878,2.231578134,-0.703924252,3.431650026,14,0,95,25,2,69843,1.527991391,-4.515252048,5.021623727,3.824584305,3.721039583,0.054378157,686266,-1.706623324,-3.272391973,42.891625,85669,30,0,100,4,0,100,4,10,1,10,4,4,4,30,6,20,25,80,0,40,65,100,55,57.89473684,23,4,15,6,6,8,6,4,55,6,10,4,4,75,75,30,8,4,4,25,95,4,35,10,55,20,40,8,2,4,4,4,20,0,1.377270849,1.056062484,1.216666667
0.08,0.93676815,606085,24370,0.872413236,2142,2142,0,0.161685222,0,-5.263157895,0.14,-0.221778018,0.13986014,0.686243674,0.503450518,0.571525948,5,0,-5.263157895,0,0.80228115,846,0,0.032882216,0.754400671,856,0,-0.757525417,0.263701047,-0.418928277,69897.33333,0.229135979,0,70345,1.73484278,0.05399031,-1.615808161,0.225380844,1.301382719,0,1.028329132,0.008920129,-0.875507484,-0.304926978,-3.670986895,-1.920420914,2.027782836,-0.887588159,-0.594585412,18,0,5,0,0,69845,0.926452287,-2.199387636,-3.040089275,0.613566159,-0.334080101,0.054376601,686258,-0.282377977,-0.08454818,42.891125,85768,5,68883,0.05513559,0,70464,0.05389918,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,100,0,26.31578947,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,999,4.717505416,4.282494584,4.5
0.49,3.044496487,584913,24325,0.872413236,2138,2138,0,0.379210603,0,-5.263157895,0.33,-0.213023622,0.326340326,0.686243674,0.503450518,0.571525948,10,0,0,0,2.115953687,828,5,0.031733561,0.754400671,843,0,-0.757525417,0.264774327,-0.418928277,69614,-0.353101206,0,70345,1.750968314,0.05399031,-1.54999499,0.086065524,1.301382719,0,1.028329132,0.008920129,-1.198389099,-0.304926978,-3.662298168,-1.920420914,2.027782836,-1.576171221,-0.594585412,18,0,10,0,0,69845,0.66251406,-2.199387636,-3.040089275,0.613566159,-0.334080101,0.054376601,686252,-0.12519818,0.456991676,42.89075,85764,5,68883,0.05513559,0,0,100,2,0,3,0,0,2,0,0,2,0,0,40,0,0,0,100,5,26.31578947,23,0,5,0,0,0,0,0,5,2,5,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,5,2,0,0,0,0,20,999,3.764962853,3.028140595,3.396551724
0,0,620361,24404,0.872413236,2145,2145,0,0.161685222,0,-5.263157895,0,-0.221778018,0,0.686243674,0.503450518,0.571525948,5,0,-5.263157895,0,0.80228115,854,0,0.033656738,0.754400671,859,0,-0.757525417,0.263750416,-0.418928277,69884.25,0.229135979,0,70345,1.73484278,0.05399031,-1.615808161,0.225380844,1.301382719,0,1.028329132,0.008920129,-0.875507484,-0.304926978,-3.670986895,-1.920420914,2.027782836,-0.887588159,-0.594585412,18,0,5,0,0,69845,0.926452287,0.170377783,-3.040089275,0.613566159,-0.334080101,0.054376601,686273,-0.282377977,-0.08454818,42.892063,85769,5,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-5.263157895,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,999,4.785550297,4.325560814,4.555555556
0.94,3.161592506,593491,24279,0.863600981,2134,2134,10,0.161685222,0,10.52631579,0.51,-0.221778018,0.512820513,0.69482172,-1.464043136,0.571525948,15,10,31.57894737,0,-6.675049891,827,0,0.032198947,0.754400671,837,0,-0.426015756,0.264331332,-0.418928277,69730.66667,-0.353101206,0,0,1.752171712,100,-1.615808161,0.225380844,1.301382719,0,2.02230448,0.008920129,-1.488729727,-0.294227786,-3.670986895,-1.920420914,2.035587003,-1.835940884,0.012111172,14,2,5,0,2,69845,0.926452287,0.518722375,-4.173124649,1.017265225,-0.334080101,0.054376601,686261,-0.282377977,-0.076861982,42.891312,85769,5,68883,0.05513559,0,70464,0.05389918,0,0,4,0,0,2,0,0,0,0,0,20,69845,5,5,0.054376601,0,0,23,0,0,2,2,0,0,0,5,0,0,0,2,0,0,5,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,2,20,999,2.746840825,2.218676416,2.482758621
4.99,25.6440281,482240,23028,0.877592368,2024,2024,10,-0.968571473,6,36.84210526,5.64,-1.804403768,5.641025641,0.605228796,0.335987898,3.725790918,25,5,52.63157895,4,-5.585881512,635,20,0.026163194,-0.162504988,727,15,-0.84686321,0.263898633,16.47635914,69845,-0.559944849,2,0,1.942377379,100,1.247019674,-2.951337479,2.099105299,25,-0.053419695,-2.248467224,-0.989400936,0.756545512,-5.090145536,-1.346509978,0.324058762,-2.334104668,0.254334621,14,8,30,75,8,69845,4.13478963,-2.769198111,-1.358260131,1.100657762,0.294776559,0.054376601,686264,-1.353088065,-1.678793779,42.8915,85770,65,0,100,8,0,100,0,8,1,10,2,2,4,85,4,5,10,80,0,5,40,100,50,42.10526316,23,8,5,10,4,12,4,6,60,0,25,8,2,35,5,10,0,4,6,30,25,2,5,16,5,5,10,6,4,4,10,0,20,999,1.543937516,1.222729151,1.383333333
0.08,0.819672131,323536,24368,1.014602427,2142,2142,0,0.539802881,0,-5.263157895,0.14,-0.176264918,0.13986014,1.353652553,0.878378378,0.711234158,5,0,-5.263157895,0,1.395631068,847,0,0.017552951,1.041551492,857,0,-0.863199561,0.39396962,-0.651327605,46785.33333,0.014994752,0,47223,2.275667859,0.080404562,-1.998043873,0.003430061,1.786283892,0,2.563232049,-0.571474244,-1.288244767,-0.629972136,-5.791133695,-3.505217303,3.052538187,-1.590768305,-0.675905065,12,0,5,0,0,47313,0.572966129,0.29848735,-4.740414342,1.528093627,-0.443333491,0.080251737,686330,-0.461859356,-0.705550329,42.895625,85779,5,46457,0.081729218,0,0,100,0,0,4,0,0,0,0,0,0,0,0,20,46676,0,0,0.081346063,0,-5.263157895,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,4.625796982,4.159917303,4.392857143
0.54,1.8735363,320279,24279,1.031419042,2134,2134,5,0.539802881,0,26.31578947,0.51,-0.176264918,0.512820513,3.919851967,0.73902027,0.485000898,5,0,-5.263157895,0,1.395631068,838,0,0.017376248,1.041551492,848,5,-0.125125031,0.391648015,-0.651327605,47062.66667,0.014994752,0,47223,2.275667859,0.080404562,-1.527396807,0.003430061,1.786283892,10,2.967059475,-0.571474244,-1.288244767,-0.629972136,-5.791133695,-3.505217303,2.437916242,-1.590768305,-0.675905065,10,0,5,0,2,47313,0.572966129,0.29848735,-4.740414342,1.528093627,-0.443333491,0.080251737,686280,2.165276122,-0.705550329,42.8925,85773,5,0,100,0,47289,0.080292433,0,0,4,0,2,0,0,0,2,0,0,20,46676,0,5,0.081346063,0,-5.263157895,27,0,0,0,0,0,0,0,0,0,5,2,0,0,5,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3.09915415,2.442512516,2.770833333
0,0,332839,24403,1.014602427,2145,2145,0,0.539802881,0,-5.263157895,0,-0.176264918,0,1.353652553,0.878378378,0.711234158,5,0,-5.263157895,0,1.395631068,854,0,0.018057671,1.041551492,859,0,-0.863199561,0.392912148,-0.651327605,46911.25,0.014994752,0,47223,2.275667859,0.080404562,-1.998043873,0.003430061,1.786283892,0,2.563232049,-0.571474244,-1.288244767,-0.629972136,-5.791133695,-3.505217303,3.052538187,-1.590768305,-0.675905065,16,0,5,0,0,47313,0.572966129,0.29848735,-4.740414342,1.528093627,-0.443333491,0.080251737,686293,-0.461859356,-0.705550329,42.893313,85770,5,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-5.263157895,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4.442228583,3.928141788,4.185185185
1.15,4.683840749,316819,24233,1.014602427,2130,2130,5,-0.817910182,2,0,0.7,-0.158927385,0.699300699,-0.74625669,2.033694879,0.711234158,5,0,-5.263157895,0,1.395631068,814,0,0.017188531,0.716830443,838,0,-0.195405891,0.39396962,-0.664516824,46785.33333,0.014994752,0,47223,2.275667859,0.080404562,-1.998043873,0.003430061,1.805422648,10,2.563232049,-0.571474244,-1.288244767,-0.629972136,-19.40891303,-3.505217303,3.066925641,-1.590768305,0.175270744,14,0,5,0,0,47313,0.572966129,0.31769026,-4.740414342,2.271486582,-0.415035608,0.080251737,686287,-0.461859356,-0.705550329,42.892938,85772,5,46457,0.081729218,4,0,100,0,0,4,75,0,0,2,0,0,0,0,20,46676,5,0,0.081346063,0,-5.263157895,27,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,15,0,0,0,2,4,20,0,2.646890722,2.056812981,2.351851852
4.55,16.39344262,274180,23266,21.92045741,2045,2045,5,1.561789234,6,94.73684211,4.66,10.7942654,4.662004662,2.117547455,-2.956081081,1.751203709,15,5,31.57894737,4,-6.389096341,714,10,0.014875217,1.093925854,789,5,-1.058856455,0.389575804,-0.624949167,47313,1.025167507,6,0,9.019412482,100,-3.260456577,0.928403192,5.175438596,10,2.563232049,-0.547496303,-1.286288929,1.244853846,-4.068103499,-3.505217303,4.563220871,-1.498815909,-3.365416411,12,2,45,5,0,47313,2.581689001,-3.620070258,-5.734468719,2.507947722,-2.006419151,0.080251737,686278,1.843931852,1.915438486,42.892375,85773,5,0,100,2,0,100,6,6,1,20,2,4,2,0,10,65,20,80,0,65,0,100,10,42.10526316,27,2,10,2,4,6,6,6,5,8,5,2,0,5,15,5,2,2,2,5,5,10,50,10,5,0,25,8,0,4,8,4,20,0,1.467294188,1.153395467,1.310344828
0.04,0,288071,24369,1.599861783,2142,2142,0,0.524450231,0,-5.263157895,0.14,-0.558906724,0.13986014,1.22913039,0.687698593,1.033337088,5,0,-5.263157895,0,1.374570988,854,0,0.015628852,1.073647542,859,0,-0.989869754,0.392912148,-0.696269643,46911.25,-0.048111619,0,47223,2.194536813,0.080404562,-2.047629646,0.119469555,1.908184816,0,2.136240217,-0.828043058,-1.595744681,0.229982165,-5.180172672,-3.057119871,2.785988119,-1.780066748,-0.383650054,16,0,5,0,0,47315,0.71884984,0.454744642,-4.816771349,0.888491163,0.09855993,0.080248348,686296,-0.488360248,-0.709418725,42.8935,85771,5,46457,0.081729218,2,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-5.263157895,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,999,4.549695967,4.021732605,4.285714286
0.46,0.585480094,286382,24336,1.599861783,2139,2139,5,0.524450231,0,-5.263157895,0.28,-0.538458917,0.27972028,1.22913039,0.687698593,0.261409239,10,0,-5.263157895,0,1.374570988,849,0,0.015537218,1.073647542,854,5,-0.927717267,0.392912148,-0.696269643,46911.25,-0.027492354,0,47223,2.194536813,0.080404562,-2.047629646,0.119469555,1.930416095,0,2.136240217,-0.828043058,-1.595744681,2.50831246,-5.160172006,-3.057119871,2.785988119,-1.820530168,-0.405163141,16,0,5,0,0,47315,0.71884984,0.454744642,-4.816771349,0.888491163,0.09855993,0.080248348,686265,-0.488360248,-0.709418725,42.891562,85768,5,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,4,0,0,0,0,0,0,46676,0,0,0.081346063,0,-5.263157895,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,20,999,3.431346944,2.747224484,3.089285714
0,0,288066,24404,1.599861783,2145,2145,0,0.524450231,0,-5.263157895,0,-0.558906724,0,1.22913039,0.687698593,1.033337088,5,0,-5.263157895,0,1.374570988,854,0,0.015628581,1.073647542,859,0,-0.989869754,0.392912148,-0.696269643,46911.25,-0.048111619,0,47223,2.194536813,0.080404562,-2.047629646,0.119469555,1.908184816,0,2.136240217,-0.828043058,-1.595744681,0.229982165,-5.180172672,-3.057119871,2.785988119,-1.780066748,-0.405163141,10,0,5,0,0,47315,0.71884984,0.454744642,-4.816771349,0.888491163,0.09855993,0.080248348,686268,-0.488360248,-0.709418725,42.89175,85773,5,46457,0.081729218,0,47289,0.080292433,0,0,5,0,0,0,0,0,0,0,0,0,46676,0,0,0.081346063,0,-5.263157895,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,999,4.364099225,3.778757918,4.071428571
0.87,2.341920375,268312,24189,1.029352926,2126,2126,0,0.524450231,2,26.31578947,0.89,-0.558906724,0.885780886,1.22913039,0.186529446,1.050230882,5,0,26.31578947,0,-6.72452803,834,0,0.014556858,1.073647542,849,0,-0.989869754,0.392316288,-1.48353551,46982.5,-0.048111619,0,0,2.194536813,100,-1.312568088,0.119469555,1.908184816,0,2.327692734,-0.800441623,-1.374676603,0.229982165,-5.180172672,-3.057119871,2.619796103,-1.780066748,-0.979411598,16,0,5,0,0,47315,1.726615406,0.454744642,-4.791813984,0.888491163,0.09855993,0.080248348,686247,-0.470383797,-0.709418725,42.890438,85765,10,0,100,2,47289,0.080292433,4,4,3,0,0,0,4,0,0,0,0,40,46676,5,5,0.081346063,0,-5.263157895,27,0,5,0,2,2,0,0,5,4,5,0,4,0,0,0,0,0,2,5,0,0,5,0,0,0,0,0,0,0,2,2,20,999,3.907056989,3.437770597,3.672413793
5.25,11.59250585,233098,23335,2.28785509,2051,2051,5,2.14682999,2,31.57894737,4.38,2.388626715,4.382284382,2.397942345,-0.181981379,1.224303214,10,10,36.84210526,2,-8.862579636,755,10,0.012646376,0.690635263,791,15,-1.189732653,0.389559336,2.235527963,47315,0.94794359,2,0,2.194536813,100,4.011177882,0.191151288,2.36178092,10,2.785833775,-0.662918682,-0.583079121,2.800094975,-15.49718324,-3.057119871,2.884717574,-1.048308287,0.836620055,16,6,5,10,0,47315,-0.822640994,-3.702738979,-2.45922475,1.399497871,0.612653391,0.080248348,686267,-1.800325784,-2.278427377,42.891688,85768,10,0,100,12,0,100,0,4,1,75,2,2,4,5,8,5,5,80,0,10,5,100,0,31.57894737,27,2,15,6,10,6,0,8,5,8,10,6,2,25,5,10,4,6,4,5,5,2,5,4,15,0,10,2,8,2,8,6,20,999,1.387269538,1.079397128,1.233333333
